 11    0.072059 2.043E-30 5.088E-12.09190.391 1922.82910.760.003700          0 1 0          0 1 0  4  2  2        5  1  5      5545533321287120 7     9.0   11.0,9,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=4;Ka=2;Kc=2,ElecStateLabel=X;v1=0;v2=1;v3=0;J=5;Ka=1;Kc=5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.117133 2.956E-34 1.262E-11.08940.371 4095.80270.660.002000          1 0 0          1 0 0  5  2  3        6  1  6      4446534432287120 7    33.0   39.0,16,#,ElecStateLabel=X;v1=1;v2=0;v3=0;J=5;Ka=2;Kc=3,ElecStateLabel=X;v1=1;v2=0;v3=0;J=6;Ka=1;Kc=6,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.152768 7.836E-35 2.127E-11.08940.371 4195.81790.660.002000          0 0 1          0 0 1  5  2  3        6  1  6      4446534432287120 7    11.0   13.0,17,#,ElecStateLabel=X;v1=0;v2=0;v3=1;J=5;Ka=2;Kc=3,ElecStateLabel=X;v1=0;v2=0;v3=1;J=6;Ka=1;Kc=6,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.194652 9.864E-35 1.180E-11.07930.412 3977.26170.670.005300          1 0 0          0 0 1  5  1  5        4  1  4      5442434432257122 7    11.0    9.0,22,#,ElecStateLabel=X;v1=1;v2=0;v3=0;J=5;Ka=1;Kc=5,ElecStateLabel=X;v1=0;v2=0;v3=1;J=4;Ka=1;Kc=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.210927 1.663E-32 4.181E-10.08260.391 3598.51560.750.005300          0 2 0          0 2 0  4  3  1        5  2  4      5446534432257120 7     9.0   11.0,24,#,ElecStateLabel=X;v1=0;v2=2;v3=0;J=4;Ka=3;Kc=1,ElecStateLabel=X;v1=0;v2=2;v3=0;J=5;Ka=2;Kc=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.242095 9.157E-31 1.429E-10.07500.298 2904.42800.510.004900          0 1 0          0 1 0  9  3  6       10  2  9      5446834432287122 8    57.0   63.0,26,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=9;Ka=3;Kc=6,ElecStateLabel=X;v1=0;v2=1;v3=0;J=10;Ka=2;Kc=9,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.377306 8.133E-36 2.114E-11.06130.352 4563.98930.57-.000844          0 2 0          1 0 0  8  5  3        7  4  4      4342434432257122 7    17.0   15.0,35,#,ElecStateLabel=X;v1=0;v2=2;v3=0;J=8;Ka=5;Kc=3,ElecStateLabel=X;v1=1;v2=0;v3=0;J=7;Ka=4;Kc=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.388373 3.117E-34 1.722E-10.08550.391 4149.89890.670.006300          1 0 0          0 0 1  5  3  3        5  1  4      4442434432257122 7    11.0   11.0,37,#,ElecStateLabel=X;v1=1;v2=0;v3=0;J=5;Ka=3;Kc=3,ElecStateLabel=X;v1=0;v2=0;v3=1;J=5;Ka=1;Kc=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.400572 2.352E-28 1.009E-09.08690.434 1907.61580.65-.003100          0 1 0          0 1 0  4  2  3        3  3  0      5546633321287120 8    27.0   21.0,38,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=4;Ka=2;Kc=3,ElecStateLabel=X;v1=0;v2=1;v3=0;J=3;Ka=3;Kc=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.416028 1.956E-32 3.183E-10.03450.208 3623.76320.380.009500          0 0 0          0 0 0 15  7  9       16  4 12      34424344323171 511    31.0   33.0,39,#,ElecStateLabel=X;v1=0;v2=0;v3=0;J=15;Ka=7;Kc=9,ElecStateLabel=X;v1=0;v2=0;v3=0;J=16;Ka=4;Kc=12,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.511490 9.782E-36 3.244E-09.09830.434 5473.14450.780.005600          0 1 1          0 1 1  2  2  0        3  1  3      4346634432257120 7    15.0   21.0,43,#,ElecStateLabel=X;v1=0;v2=1;v3=1;J=2;Ka=2;Kc=0,ElecStateLabel=X;v1=0;v2=1;v3=1;J=3;Ka=1;Kc=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.537344 4.940E-37 1.430E-09.03020.298 5996.63770.48-.001100          0 2 0          0 2 0 11  8  4       10  9  1      3342434432297122 9    23.0   21.0,44,#,ElecStateLabel=X;v1=0;v2=2;v3=0;J=11;Ka=8;Kc=4,ElecStateLabel=X;v1=0;v2=2;v3=0;J=10;Ka=9;Kc=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.537824 1.484E-36 1.433E-09.03020.298 5996.63770.48-.001100          0 2 0          0 2 0 11  8  3       10  9  2      3342434432297122 9    69.0   63.0,45,#,ElecStateLabel=X;v1=0;v2=2;v3=0;J=11;Ka=8;Kc=3,ElecStateLabel=X;v1=0;v2=2;v3=0;J=10;Ka=9;Kc=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 11    0.537835 3.555E-36 1.351E-09.09230.412 5653.02640.73-.002000          0 1 1          0 1 1  5  1  5        4  2  2      4346534432287120 8    33.0   27.0,46,#,ElecStateLabel=X;v1=0;v2=1;v3=1;J=5;Ka=1;Kc=5,ElecStateLabel=X;v1=0;v2=1;v3=1;J=4;Ka=2;Kc=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
