 53    3.629408 1.281E-31 3.595E-08.07970.086 2092.12280.76-.000261              1              1                    R  0      587664 1 1 2 2 1 5     3.0    1.0,224518,#,ElecStateLabel=X;v=1;J=1,ElecStateLabel=X;v=1;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53    3.661939 5.773E-27 6.266E-08.07970.086    0.00000.76-.000261              0              0                    R  0      657665 4 5 2 2 1 5     3.0    1.0,224520,#,ElecStateLabel=X;v=0;J=1,ElecStateLabel=X;v=0;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53    7.258683 9.969E-31 3.447E-07.07480.082 2095.75220.75-.000371              1              1                    R  1      587664 1 1 2 2 1 5     5.0    3.0,224530,#,ElecStateLabel=X;v=1;J=2,ElecStateLabel=X;v=1;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53    7.323745 4.494E-26 6.011E-07.07480.082    3.66190.75-.000371              0              0                    R  1      657665 4 5 2 2 1 5     5.0    3.0,224532,#,ElecStateLabel=X;v=0;J=2,ElecStateLabel=X;v=0;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53   10.887692 3.215E-30 1.245E-06.07090.079 2103.01090.74-.000353              1              1                    R  2      587664 3 1 2 2 1 5     7.0    5.0,224542,#,ElecStateLabel=X;v=1;J=3,ElecStateLabel=X;v=1;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53   10.985285 1.449E-25 2.171E-06.07090.078   10.98570.74-.000353              0              0                    R  2      657665 4 5 2 2 1 5     7.0    5.0,224544,#,ElecStateLabel=X;v=0;J=3,ElecStateLabel=X;v=0;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53   14.516301 7.152E-30 3.054E-06.06760.075 2113.89860.74-.000222              1              1                    R  3      587664 3 1 2 2 1 5     9.0    7.0,224554,#,ElecStateLabel=X;v=1;J=4,ElecStateLabel=X;v=1;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53   14.646425 3.224E-25 5.330E-06.06760.075   21.97100.74-.000222              0              0                    R  3      657665 4 5 2 2 1 5     9.0    7.0,224556,#,ElecStateLabel=X;v=0;J=4,ElecStateLabel=X;v=0;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53   18.144378 1.287E-29 6.083E-06.06500.073 2128.41490.74-.000043              1              1                    R  4      587664 3 1 2 2 1 5    11.0    9.0,224566,#,ElecStateLabel=X;v=1;J=5,ElecStateLabel=X;v=1;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 53   18.307032 5.801E-25 1.062E-05.06500.073   36.61740.74-.000043              0              0                    R  4      657665 4 5 2 2 1 5    11.0    9.0,224568,#,ElecStateLabel=X;v=0;J=5,ElecStateLabel=X;v=0;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
