 71    0.000001 3.769E-50 9.249E-32.03460.034 4701.18550.720.000000       X      0       X      0                Q 57Q 57     g65222030 912 9 4 0   115.0  115.0,4846234,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=57;N=57,ElecStateLabel=X;Lambda=0;S=1;v=0;J=57;N=57,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000001 8.838E-49 1.117E-31.03460.034 4076.10210.720.000000       X      0       X      0                Q 53Q 53     g65222030 912 9 4 0   107.0  107.0,4846236,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=53;N=53,ElecStateLabel=X;Lambda=0;S=1;v=0;J=53;N=53,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000001 4.008E-48 1.246E-31.03460.034 3779.79040.720.000000       X      0       X      0                Q 51Q 51     g65222030 912 9 4 0   103.0  103.0,4846237,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=51;N=51,ElecStateLabel=X;Lambda=0;S=1;v=0;J=51;N=51,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000001 1.869E-49 1.013E-31.03460.034 4383.25070.720.000000       X      0       X      0                Q 55Q 55     g65222030 912 9 4 0   111.0  111.0,4846238,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=55;N=55,ElecStateLabel=X;Lambda=0;S=1;v=0;J=55;N=55,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000001 7.233E-51 8.475E-32.03460.034 5029.85400.720.000000       X      0       X      0                Q 59Q 59     g65222030 912 9 4 0   119.0  119.0,4846240,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=59;N=59,ElecStateLabel=X;Lambda=0;S=1;v=0;J=59;N=59,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 4.189E-44 6.663E-31.03460.034 2012.89930.720.000000       X      0       X      0                Q 37Q 37     g65222030 912 9 4 0    75.0   75.0,4846249,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=37;N=37,ElecStateLabel=X;Lambda=0;S=1;v=0;J=37;N=37,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 1.280E-44 5.610E-31.03460.034 2232.09240.720.000000       X      0       X      0                Q 39Q 39     g65222030 912 9 4 0    79.0   79.0,4846250,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=39;N=39,ElecStateLabel=X;Lambda=0;S=1;v=0;J=39;N=39,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 7.098E-47 3.147E-31.03460.034 3219.87030.720.000000       X      0       X      0                Q 47Q 47     g65222030 912 9 4 0    95.0   95.0,4846251,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=47;N=47,ElecStateLabel=X;Lambda=0;S=1;v=0;J=47;N=47,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 2.790E-46 3.588E-31.03460.034 2956.35400.720.000000       X      0       X      0                Q 45Q 45     g65222030 912 9 4 0    91.0   91.0,4846252,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=45;N=45,ElecStateLabel=X;Lambda=0;S=1;v=0;J=45;N=45,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 8.198E-42 1.957E-30.03500.036 1085.20570.720.000000       X      0       X      0                Q 27Q 27     g65252030 912 9 4 0    55.0   55.0,4846253,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=27;N=27,ElecStateLabel=X;Lambda=0;S=1;v=0;J=27;N=27,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 1.727E-47 2.790E-31.03460.034 3494.36410.720.000000       X      0       X      0                Q 49Q 49     g65222030 912 9 4 0    99.0   99.0,4846248,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=49;N=49,ElecStateLabel=X;Lambda=0;S=1;v=0;J=49;N=49,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 3.919E-43 9.754E-31.03460.034 1608.07130.720.000000       X      0       X      0                Q 33Q 33     g65222030 912 9 4 0    67.0   67.0,4846247,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=33;N=33,ElecStateLabel=X;Lambda=0;S=1;v=0;J=33;N=33,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 3.751E-45 4.794E-31.03460.034 2462.42470.720.000000       X      0       X      0                Q 41Q 41     g65222030 912 9 4 0    83.0   83.0,4846245,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=41;N=41,ElecStateLabel=X;Lambda=0;S=1;v=0;J=41;N=41,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 1.046E-45 4.124E-31.03460.034 2703.85830.720.000000       X      0       X      0                Q 43Q 43     g65222030 912 9 4 0    87.0   87.0,4846244,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=43;N=43,ElecStateLabel=X;Lambda=0;S=1;v=0;J=43;N=43,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 1.310E-43 8.008E-31.03460.034 1804.88090.720.000000       X      0       X      0                Q 35Q 35     g65222030 912 9 4 0    71.0   71.0,4846243,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=35;N=35,ElecStateLabel=X;Lambda=0;S=1;v=0;J=35;N=35,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 3.098E-42 1.523E-30.03480.035 1248.20440.720.000000       X      0       X      0                Q 29Q 29     g65252030 912 9 4 0    59.0   59.0,4846242,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=29;N=29,ElecStateLabel=X;Lambda=0;S=1;v=0;J=29;N=29,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000002 1.125E-42 1.208E-30.03470.034 1422.50240.720.000000       X      0       X      0                Q 31Q 31     g65252030 912 9 4 0    63.0   63.0,4846241,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=31;N=31,ElecStateLabel=X;Lambda=0;S=1;v=0;J=31;N=31,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000003 5.142E-41 5.212E-30.03540.038  793.21010.720.000000       X      0       X      0                Q 23Q 23     g65262030 912 9 4 0    47.0   47.0,4846259,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=23;N=23,ElecStateLabel=X;Lambda=0;S=1;v=0;J=23;N=23,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000003 1.224E-40 7.246E-30.03560.039  664.26050.720.000000       X      0       X      0                Q 21Q 21     g65262030 912 9 4 0    43.0   43.0,4846258,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=21;N=21,ElecStateLabel=X;Lambda=0;S=1;v=0;J=21;N=21,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000003 2.834E-40 1.045E-29.03700.040  546.70480.720.000000       X      0       X      0                Q 19Q 19     g65662030 912 9 4 0    39.0   39.0,4846257,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=19;N=19,ElecStateLabel=X;Lambda=0;S=1;v=0;J=19;N=19,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000003 2.090E-41 3.862E-30.03520.037  933.53270.720.000000       X      0       X      0                Q 25Q 25     g65262030 912 9 4 0    51.0   51.0,4846256,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=25;N=25,ElecStateLabel=X;Lambda=0;S=1;v=0;J=25;N=25,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000004 6.416E-40 2.097E-29.03890.041  440.56220.720.000000       X      0       X      0                Q 17Q 17     g65662030 912 9 4 0    35.0   35.0,4846265,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=17;N=17,ElecStateLabel=X;Lambda=0;S=1;v=0;J=17;N=17,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000004 1.429E-39 3.328E-29.04040.042  345.84980.720.000000       X      0       X      0                Q 15Q 15     g65662030 912 9 4 0    31.0   31.0,4846267,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=15;N=15,ElecStateLabel=X;Lambda=0;S=1;v=0;J=15;N=15,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000005 3.168E-39 7.065E-29.04170.043  262.58290.720.000000       X      0       X      0                Q 13Q 13     g65662030 912 9 4 0    27.0   27.0,4846269,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=13;N=13,ElecStateLabel=X;Lambda=0;S=1;v=0;J=13;N=13,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000006 7.092E-39 1.572E-28.04310.044  190.77490.720.000000       X      0       X      0                Q 11Q 11     g65662030 912 9 4 0    23.0   23.0,4846277,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=11;N=11,ElecStateLabel=X;Lambda=0;S=1;v=0;J=11;N=11,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000007 1.642E-38 3.833E-28.04440.045  130.43760.720.000000       X      0       X      0                Q  9Q  9     g65662030 912 9 4 0    19.0   19.0,4846278,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=9;N=9,ElecStateLabel=X;Lambda=0;S=1;v=0;J=9;N=9,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000008 4.092E-38 1.090E-27.04600.046   81.58050.720.000000       X      0       X      0                Q  7Q  7     g65662030 912 9 4 0    15.0   15.0,4846283,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=7;N=7,ElecStateLabel=X;Lambda=0;S=1;v=0;J=7;N=7,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000011 1.187E-37 4.945E-27.04810.048   44.21170.720.000000       X      0       X      0                Q  5Q  5     g65662030 912 9 4 0    11.0   11.0,4846295,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=5;N=5,ElecStateLabel=X;Lambda=0;S=1;v=0;J=5;N=5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000017 4.795E-37 4.278E-26.05140.052   18.33720.720.000000       X      0       X      0                Q  3Q  3     g65662030 912 9 4 0     7.0    7.0,4846319,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=3;N=3,ElecStateLabel=X;Lambda=0;S=1;v=0;J=3;N=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000033 5.275E-36 1.988E-24.05700.057    3.96110.970.000000       X      0       X      0                Q  1Q  1     g65662030 912 9 4 0     3.0    3.0,4846360,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=1;N=1,ElecStateLabel=X;Lambda=0;S=1;v=0;J=1;N=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000042 1.622E-35 4.955E-24.05140.052   16.25290.720.000000       X      0       X      0                Q  3Q  2     g65662030 912 9 4 0     5.0    5.0,4846382,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=2;N=3,ElecStateLabel=X;Lambda=0;S=1;v=0;J=2;N=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000053 5.127E-35 1.246E-23.04810.048   42.20010.720.000000       X      0       X      0                Q  5Q  4     g65662030 912 9 4 0     9.0    9.0,4846408,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=4;N=5,ElecStateLabel=X;Lambda=0;S=1;v=0;J=4;N=5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000057 7.811E-35 1.695E-23.04600.046   79.60700.720.000000       X      0       X      0                Q  7Q  6     g65662030 912 9 4 0    13.0   13.0,4846416,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=6;N=7,ElecStateLabel=X;Lambda=0;S=1;v=0;J=6;N=7,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000059 9.071E-35 1.976E-23.04440.045  128.49210.720.000000       X      0       X      0                Q  9Q  8     g65662030 912 9 4 0    17.0   17.0,4846421,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=8;N=9,ElecStateLabel=X;Lambda=0;S=1;v=0;J=8;N=9,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000061 8.977E-35 2.194E-23.04310.044  188.85320.720.000000       X      0       X      0                Q 11Q 10     g65662030 912 9 4 0    21.0   21.0,4846424,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=10;N=11,ElecStateLabel=X;Lambda=0;S=1;v=0;J=10;N=11,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000062 6.333E-35 2.422E-23.04040.042  343.96970.720.000000       X      0       X      0                Q 15Q 14     g65662030 912 9 4 0    29.0   29.0,4846430,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=14;N=15,ElecStateLabel=X;Lambda=0;S=1;v=0;J=14;N=15,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000062 7.909E-35 2.340E-23.04170.043  260.68260.720.000000       X      0       X      0                Q 13Q 12     g65662030 912 9 4 0    25.0   25.0,4846429,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=12;N=13,ElecStateLabel=X;Lambda=0;S=1;v=0;J=12;N=13,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000063 4.666E-35 2.525E-23.03890.041  438.70150.720.000000       X      0       X      0                Q 17Q 16     g65662030 912 9 4 0    33.0   33.0,4846432,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=16;N=17,ElecStateLabel=X;Lambda=0;S=1;v=0;J=16;N=17,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000063 3.185E-35 2.575E-23.03700.040  544.86280.720.000000       X      0       X      0                Q 19Q 18     g65662030 912 9 4 0    37.0   37.0,4846434,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=18;N=19,ElecStateLabel=X;Lambda=0;S=1;v=0;J=18;N=19,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000064 1.203E-35 2.693E-23.03540.038  791.40450.720.000000       X      0       X      0                Q 23Q 22     g65262030 912 9 4 0    45.0   45.0,4846442,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=22;N=23,ElecStateLabel=X;Lambda=0;S=1;v=0;J=22;N=23,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000064 6.692E-36 2.722E-23.03520.037  931.74500.720.000000       X      0       X      0                Q 25Q 24     g65262030 912 9 4 0    49.0   49.0,4846439,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=24;N=25,ElecStateLabel=X;Lambda=0;S=1;v=0;J=24;N=25,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000064 3.494E-36 2.746E-23.03500.036 1083.43560.720.000000       X      0       X      0                Q 27Q 26     g65252030 912 9 4 0    53.0   53.0,4846438,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=26;N=27,ElecStateLabel=X;Lambda=0;S=1;v=0;J=26;N=27,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000064 1.714E-36 2.767E-23.03480.035 1246.45180.720.000000       X      0       X      0                Q 29Q 28     g65252030 912 9 4 0    57.0   57.0,4846437,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=28;N=29,ElecStateLabel=X;Lambda=0;S=1;v=0;J=28;N=29,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000064 2.025E-35 2.658E-23.03560.039  662.43680.720.000000       X      0       X      0                Q 21Q 20     g65262030 912 9 4 0    41.0   41.0,4846436,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=20;N=21,ElecStateLabel=X;Lambda=0;S=1;v=0;J=20;N=21,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 1.826E-43 2.942E-23.03460.034 4699.67090.720.000000       X      0       X      0                Q 57Q 56     g65222030 912 9 4 0   113.0  113.0,4846454,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=56;N=57,ElecStateLabel=X;Lambda=0;S=1;v=0;J=56;N=57,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 9.393E-35 4.145E-23.05700.057    2.08430.970.000000       X      0       X      0                Q  1Q  2     g65662030 912 9 4 0     5.0    5.0,4846456,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=2;N=1,ElecStateLabel=X;Lambda=0;S=1;v=0;J=2;N=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 1.410E-37 2.859E-23.03460.034 1803.18020.720.000000       X      0       X      0                Q 35Q 34     g65222030 912 9 4 0    69.0   69.0,4846457,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=34;N=35,ElecStateLabel=X;Lambda=0;S=1;v=0;J=34;N=35,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 5.495E-41 2.922E-23.03460.034 3492.78230.720.000000       X      0       X      0                Q 49Q 48     g65222030 912 9 4 0    97.0   97.0,4846458,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=48;N=49,ElecStateLabel=X;Lambda=0;S=1;v=0;J=48;N=49,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 5.451E-38 2.872E-23.03460.034 2011.21560.720.000000       X      0       X      0                Q 37Q 36     g65222030 912 9 4 0    73.0   73.0,4846459,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=36;N=37,ElecStateLabel=X;Lambda=0;S=1;v=0;J=36;N=37,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 8.250E-43 2.938E-23.03460.034 4381.71930.720.000000       X      0       X      0                Q 55Q 54     g65222030 912 9 4 0   109.0  109.0,4846460,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=54;N=55,ElecStateLabel=X;Lambda=0;S=1;v=0;J=54;N=55,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 1.988E-38 2.882E-23.03460.034 2230.42590.720.000000       X      0       X      0                Q 39Q 38     g65222030 912 9 4 0    77.0   77.0,4846461,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=38;N=39,ElecStateLabel=X;Lambda=0;S=1;v=0;J=38;N=39,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 1.432E-41 2.929E-23.03460.034 3778.22540.720.000000       X      0       X      0                Q 51Q 50     g65222030 912 9 4 0   101.0  101.0,4846453,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=50;N=51,ElecStateLabel=X;Lambda=0;S=1;v=0;J=50;N=51,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 7.914E-37 2.829E-23.03470.034 1420.76720.720.000000       X      0       X      0                Q 31Q 30     g65252030 912 9 4 0    61.0   61.0,4846452,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=30;N=31,ElecStateLabel=X;Lambda=0;S=1;v=0;J=30;N=31,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 3.831E-44 2.946E-23.03460.034 5028.35610.720.000000       X      0       X      0                Q 59Q 58     g65222030 912 9 4 0   117.0  117.0,4846451,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=58;N=59,ElecStateLabel=X;Lambda=0;S=1;v=0;J=58;N=59,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 6.861E-40 2.909E-23.03460.034 2954.73840.720.000000       X      0       X      0                Q 45Q 44     g65222030 912 9 4 0    89.0   89.0,4846450,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=44;N=45,ElecStateLabel=X;Lambda=0;S=1;v=0;J=44;N=45,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 3.531E-42 2.933E-23.03460.034 4074.55400.720.000000       X      0       X      0                Q 53Q 52     g65222030 912 9 4 0   105.0  105.0,4846449,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=52;N=53,ElecStateLabel=X;Lambda=0;S=1;v=0;J=52;N=53,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 6.850E-39 2.892E-23.03460.034 2460.77510.720.000000       X      0       X      0                Q 41Q 40     g65222030 912 9 4 0    81.0   81.0,4846448,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=40;N=41,ElecStateLabel=X;Lambda=0;S=1;v=0;J=40;N=41,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 2.230E-39 2.901E-23.03460.034 2702.22580.720.000000       X      0       X      0                Q 43Q 42     g65222030 912 9 4 0    85.0   85.0,4846447,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=42;N=43,ElecStateLabel=X;Lambda=0;S=1;v=0;J=42;N=43,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 1.996E-40 2.916E-23.03460.034 3218.27160.720.000000       X      0       X      0                Q 47Q 46     g65222030 912 9 4 0    93.0   93.0,4846446,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=46;N=47,ElecStateLabel=X;Lambda=0;S=1;v=0;J=46;N=47,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000065 3.441E-37 2.845E-23.03460.034 1606.35330.720.000000       X      0       X      0                Q 33Q 32     g65222030 912 9 4 0    65.0   65.0,4846445,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=32;N=33,ElecStateLabel=X;Lambda=0;S=1;v=0;J=32;N=33,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000066 1.436E-34 3.832E-23.05140.052   16.38760.720.000000       X      0       X      0                Q  3Q  4     g65662030 912 9 4 0     9.0    9.0,4846468,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=4;N=3,ElecStateLabel=X;Lambda=0;S=1;v=0;J=4;N=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000066 7.622E-45 2.995E-23.03460.034 5367.72070.720.000000       X      0       X      0                Q 61Q 60     g65222030 912 9 4 0   121.0  121.0,4846463,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=60;N=61,ElecStateLabel=X;Lambda=0;S=1;v=0;J=60;N=61,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 71    0.000067 1.581E-35 3.397E-23.03540.038  791.03440.720.000000       X      0       X      0                Q 23Q 24     g65262030 912 9 4 0    49.0   49.0,4846485,#,ElecStateLabel=X;Lambda=0;S=1;v=0;J=24;N=23,ElecStateLabel=X;Lambda=0;S=1;v=0;J=24;N=23,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
