 13    0.451497 5.843E-29 4.304E-10.09000.385  445.79340.60-.000800          0 0 0          0 0 0  6  1  6        5  2  3      6776534636836620 8   234.0  198.0,40,#,ElecStateLabel=X;v1=0;v2=0;v3=0;J=6;Ka=1;Kc=6,ElecStateLabel=X;v1=0;v2=0;v3=0;J=5;Ka=2;Kc=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    0.675345 4.857E-35 8.232E-09.08340.412 3589.86940.69-.002900          0 2 0          0 2 0  5  2  4        4  3  1      5646634636287120 7    66.0   54.0,48,#,ElecStateLabel=X;v1=0;v2=2;v3=0;J=5;Ka=2;Kc=4,ElecStateLabel=X;v1=0;v2=2;v3=0;J=4;Ka=3;Kc=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    1.240107 8.584E-31 2.985E-08.08690.434 1902.32900.65-.003100          0 1 0          0 1 0  4  2  3        3  3  0      5646634636287120 8   162.0  126.0,72,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=4;Ka=2;Kc=3,ElecStateLabel=X;v1=0;v2=1;v3=0;J=3;Ka=3;Kc=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    1.279509 7.168E-33 1.541E-08.07500.298 2898.11890.510.004900          0 1 0          0 1 0  9  3  6       10  2  9      5646834636287122 8   342.0  378.0,74,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=9;Ka=3;Kc=6,ElecStateLabel=X;v1=0;v2=1;v3=0;J=10;Ka=2;Kc=9,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    1.980157 2.244E-31 1.084E-07.07740.391 2120.97240.740.001500          0 1 0          0 1 0  4  4  0        5  3  3      5646434636257120 7    54.0   66.0,89,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=4;Ka=4;Kc=0,ElecStateLabel=X;v1=0;v2=1;v3=0;J=5;Ka=3;Kc=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    2.131609 5.974E-34 4.779E-08.03990.315 3513.80300.56-.010500          0 1 0          0 1 0  8  8  1        9  7  2      5542434636287122 8   306.0  342.0,94,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=8;Ka=8;Kc=1,ElecStateLabel=X;v1=0;v2=1;v3=0;J=9;Ka=7;Kc=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    2.246541 8.740E-31 1.320E-07.08010.412 2122.93240.75-.000300          0 1 0          0 1 0  5  3  2        4  4  1      5646634636287120 8   198.0  162.0,100,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=5;Ka=3;Kc=2,ElecStateLabel=X;v1=0;v2=1;v3=0;J=4;Ka=4;Kc=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    2.547381 5.835E-30 2.736E-07.09510.434 1815.07910.69-.002900          0 1 0          0 1 0  4  1  4        3  2  1      5648634636287120 8   162.0  126.0,108,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=4;Ka=1;Kc=4,ElecStateLabel=X;v1=0;v2=1;v3=0;J=3;Ka=2;Kc=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    2.680367 6.263E-34 5.142E-07.07490.371 3855.87670.620.002400          0 2 0          0 2 0  5  4  1        6  3  4      5646534636257120 7   198.0  234.0,111,#,ElecStateLabel=X;v1=0;v2=2;v3=0;J=5;Ka=4;Kc=1,ElecStateLabel=X;v1=0;v2=2;v3=0;J=6;Ka=3;Kc=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    3.393282 1.041E-33 8.559E-07.08790.412 3488.30130.710.003000          0 2 0          0 2 0  3  3  1        4  2  2      5646534636257120 7    42.0   54.0,132,#,ElecStateLabel=X;v1=0;v2=2;v3=0;J=3;Ka=3;Kc=1,ElecStateLabel=X;v1=0;v2=2;v3=0;J=4;Ka=2;Kc=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    3.412985 2.432E-32 2.163E-07.02880.221 3074.31980.360.000000         -2-2-2         -2-2-2 14 -2 -1       15 -1 -2      06413046369771 5 0   522.0  558.0,133,#,ElecStateLabel=X;v1=-2;v2=-2;v3=-2;J=14;Ka=-2;Kc=-1,ElecStateLabel=X;v1=-2;v2=-2;v3=-2;J=15;Ka=-1;Kc=-2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    3.562719 4.250E-30 1.026E-06.09830.434 1735.66580.780.005600          0 1 0          0 1 0  2  2  0        3  1  3      5646634636257120 7    30.0   42.0,135,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=2;Ka=2;Kc=0,ElecStateLabel=X;v1=0;v2=1;v3=0;J=3;Ka=1;Kc=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    5.273984 3.672E-33 8.039E-07.02410.208 3430.54050.460.000000         -2-2-2         -2-2-2 15 -2 -2       16 -1 -1      0641304636977118 0   186.0  198.0,179,#,ElecStateLabel=X;v1=-2;v2=-2;v3=-2;J=15;Ka=-2;Kc=-2,ElecStateLabel=X;v1=-2;v2=-2;v3=-2;J=16;Ka=-1;Kc=-1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    5.392114 3.860E-31 1.567E-06.06900.371 2392.38670.62-.005500          0 1 0          0 1 0  5  5  1        6  4  2      5642434636287122 8    66.0   78.0,185,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=5;Ka=5;Kc=1,ElecStateLabel=X;v1=0;v2=1;v3=0;J=6;Ka=4;Kc=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    6.213771 1.538E-30 2.393E-06.06710.371 2391.56740.68-.004600          0 1 0          0 1 0  5  5  0        6  4  3      5645534636287120 8   198.0  234.0,199,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=5;Ka=5;Kc=0,ElecStateLabel=X;v1=0;v2=1;v3=0;J=6;Ka=4;Kc=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    6.471221 3.193E-26 4.216E-06.09920.519  135.43120.68-.002700          0 0 0          0 0 0  3  1  3        2  2  0      6766634636836620 8    42.0   30.0,203,#,ElecStateLabel=X;v1=0;v2=0;v3=0;J=3;Ka=1;Kc=3,ElecStateLabel=X;v1=0;v2=0;v3=0;J=2;Ka=2;Kc=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 13    6.754621 1.655E-32 1.844E-06.04700.333 3090.58790.57-.010300          0 1 0          0 1 0  7  7  1        8  6  2      5642434636287122 8    90.0  102.0,207,#,ElecStateLabel=X;v1=0;v2=1;v3=0;J=7;Ka=7;Kc=1,ElecStateLabel=X;v1=0;v2=1;v3=0;J=8;Ka=6;Kc=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
