 51    3.740024 1.227E-38 6.612E-09.07970.086 6350.43910.76-.000268              3              3                    R  0      657664 4 5 2 2 1 5     3.0    1.0,224523,#,ElecStateLabel=X;v=3;J=1,ElecStateLabel=X;v=3;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51    3.775024 9.539E-34 2.006E-08.07970.086 4260.06220.76-.000268              2              2                    R  0      657664 4 5 2 2 1 5     3.0    1.0,224525,#,ElecStateLabel=X;v=2;J=1,ElecStateLabel=X;v=2;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51    3.810028 5.793E-29 4.181E-08.07970.086 2143.27110.76-.000268              1              1                    R  0      657664 4 5 2 2 1 5     3.0    1.0,224526,#,ElecStateLabel=X;v=1;J=1,ElecStateLabel=X;v=1;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51    3.845033 3.308E-24 7.203E-08.07970.086    0.00000.76-.000268              0              0                    R  0      657665 4 5 2 2 1 5     3.0    1.0,224527,#,ElecStateLabel=X;v=0;J=1,ElecStateLabel=X;v=0;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51    7.479900 9.531E-38 6.333E-08.07480.082 6354.17910.75-.000310              3              3                    R  1      657664 4 5 2 2 1 5     5.0    3.0,224535,#,ElecStateLabel=X;v=3;J=2,ElecStateLabel=X;v=3;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51    7.549901 7.414E-33 1.923E-07.07480.082 4263.83720.75-.000310              2              2                    R  1      657664 4 5 2 2 1 5     5.0    3.0,224537,#,ElecStateLabel=X;v=2;J=2,ElecStateLabel=X;v=2;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51    7.619907 4.504E-28 4.010E-07.07480.082 2147.08110.75-.000310              1              1                    R  1      657664 4 5 2 2 1 5     5.0    3.0,224538,#,ElecStateLabel=X;v=1;J=2,ElecStateLabel=X;v=1;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51    7.689920 2.572E-23 6.911E-07.07480.082    3.84500.75-.000310              0              0                    R  1      657665 4 5 2 2 1 5     5.0    3.0,224539,#,ElecStateLabel=X;v=0;J=2,ElecStateLabel=X;v=0;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   11.219483 3.063E-37 2.282E-07.07090.078 6361.65900.74-.000230              3              3                    R  2      657664 4 5 2 2 1 5     7.0    5.0,224547,#,ElecStateLabel=X;v=3;J=3,ElecStateLabel=X;v=3;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   11.324485 2.386E-32 6.941E-07.07090.078 4271.38710.74-.000230              2              2                    R  2      657664 4 5 2 2 1 5     7.0    5.0,224549,#,ElecStateLabel=X;v=2;J=3,ElecStateLabel=X;v=2;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   11.429495 1.449E-27 1.448E-06.07090.078 2154.70100.74-.000230              1              1                    R  2      657664 4 5 2 2 1 5     7.0    5.0,224550,#,ElecStateLabel=X;v=1;J=3,ElecStateLabel=X;v=1;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   11.534513 8.277E-23 2.497E-06.07090.078   11.53500.74-.000230              0              0                    R  2      657665 4 5 2 2 1 5     7.0    5.0,224551,#,ElecStateLabel=X;v=0;J=3,ElecStateLabel=X;v=0;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   14.958625 6.781E-37 5.582E-07.06760.075 6372.87850.74-.000026              3              3                    R  3      657664 4 5 2 2 1 5     9.0    7.0,224559,#,ElecStateLabel=X;v=3;J=4,ElecStateLabel=X;v=3;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   15.098628 5.290E-32 1.702E-06.06760.075 4282.71160.74-.000026              2              2                    R  3      657664 4 5 2 2 1 5     9.0    7.0,224561,#,ElecStateLabel=X;v=2;J=4,ElecStateLabel=X;v=2;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   15.238641 3.214E-27 3.552E-06.06760.075 2166.13050.74-.000026              1              1                    R  3      657664 4 5 2 2 1 5     9.0    7.0,224562,#,ElecStateLabel=X;v=1;J=4,ElecStateLabel=X;v=1;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   15.378665 1.835E-22 6.127E-06.06760.075   23.06950.74-.000026              0              0                    R  3      657665 4 5 2 2 1 5     9.0    7.0,224563,#,ElecStateLabel=X;v=0;J=4,ElecStateLabel=X;v=0;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   18.697180 1.213E-36 1.108E-06.06500.073 6387.83710.740.000164              3              3                    R  4      657664 4 5 2 2 1 5    11.0    9.0,224571,#,ElecStateLabel=X;v=3;J=5,ElecStateLabel=X;v=3;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   18.872183 9.479E-32 3.386E-06.06500.073 4297.81020.740.000164              2              2                    R  4      657664 4 5 2 2 1 5    11.0    9.0,224573,#,ElecStateLabel=X;v=2;J=5,ElecStateLabel=X;v=2;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   19.047200 5.761E-27 7.077E-06.06500.073 2181.36920.740.000164              1              1                    R  4      657664 4 5 2 2 1 5    11.0    9.0,224574,#,ElecStateLabel=X;v=1;J=5,ElecStateLabel=X;v=1;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   19.222229 3.289E-22 1.221E-05.06500.073   38.44810.740.000164              0              0                    R  4      657665 4 5 2 2 1 5    11.0    9.0,224575,#,ElecStateLabel=X;v=0;J=5,ElecStateLabel=X;v=0;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   22.435000 1.883E-36 1.930E-06.06290.070 6406.53430.740.000279              3              3                    R  5      657664 4 5 2 2 1 5    13.0   11.0,224583,#,ElecStateLabel=X;v=3;J=6,ElecStateLabel=X;v=3;J=5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   22.645004 1.474E-31 5.913E-06.06290.070 4316.68240.740.000279              2              2                    R  5      657664 4 5 2 2 1 5    13.0   11.0,224585,#,ElecStateLabel=X;v=2;J=6,ElecStateLabel=X;v=2;J=5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   22.855024 8.965E-27 1.238E-05.06290.070 2200.41640.740.000279              1              1                    R  5      657664 4 5 2 2 1 5    13.0   11.0,224586,#,ElecStateLabel=X;v=1;J=6,ElecStateLabel=X;v=1;J=5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   23.065059 5.116E-22 2.138E-05.06290.070   57.67040.740.000279              0              0                    R  5      657665 4 5 2 2 1 5    13.0   11.0,224587,#,ElecStateLabel=X;v=0;J=6,ElecStateLabel=X;v=0;J=5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   26.171939 2.633E-36 3.070E-06.06120.068 6428.96930.750.000346              3              3                    R  6      657664 4 5 2 2 1 5    15.0   13.0,224595,#,ElecStateLabel=X;v=3;J=7,ElecStateLabel=X;v=3;J=6,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   26.416944 2.068E-31 9.447E-06.06120.068 4339.32740.750.000346              2              2                    R  6      657664 4 5 2 2 1 5    15.0   13.0,224597,#,ElecStateLabel=X;v=2;J=7,ElecStateLabel=X;v=2;J=6,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   26.661967 1.258E-26 1.980E-05.06120.068 2223.27140.750.000346              1              1                    R  6      657664 4 5 2 2 1 5    15.0   13.0,224598,#,ElecStateLabel=X;v=1;J=7,ElecStateLabel=X;v=1;J=6,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   26.907008 7.177E-22 3.423E-05.06120.068   80.73540.750.000346              0              0                    R  6      657665 4 5 2 2 1 5    15.0   13.0,224599,#,ElecStateLabel=X;v=0;J=7,ElecStateLabel=X;v=0;J=6,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   29.907849 3.395E-36 4.573E-06.05990.067 6455.14120.750.000388              3              3                    R  7      657664 4 5 2 2 1 5    17.0   15.0,224607,#,ElecStateLabel=X;v=3;J=8,ElecStateLabel=X;v=3;J=7,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   30.187857 2.674E-31 1.413E-05.05990.067 4365.74430.750.000388              2              2                    R  7      657664 4 5 2 2 1 5    17.0   15.0,224609,#,ElecStateLabel=X;v=2;J=8,ElecStateLabel=X;v=2;J=7,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   30.467882 1.628E-26 2.968E-05.05990.067 2249.93340.750.000388              1              1                    R  7      657664 4 5 2 2 1 5    17.0   15.0,224610,#,ElecStateLabel=X;v=1;J=8,ElecStateLabel=X;v=1;J=7,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   30.747928 9.284E-22 5.134E-05.05990.067  107.64240.750.000388              0              0                    R  7      657665 4 5 2 2 1 5    17.0   15.0,224611,#,ElecStateLabel=X;v=0;J=8,ElecStateLabel=X;v=0;J=7,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   33.642586 4.093E-36 6.474E-06.05890.065 6485.04910.750.000450              3              3                    R  8      657664 4 5 2 2 1 5    19.0   17.0,224619,#,ElecStateLabel=X;v=3;J=9,ElecStateLabel=X;v=3;J=8,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   33.957593 3.236E-31 2.011E-05.05890.065 4395.93220.750.000450              2              2                    R  8      657664 4 5 2 2 1 5    19.0   17.0,224621,#,ElecStateLabel=X;v=2;J=9,ElecStateLabel=X;v=2;J=8,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   34.272623 1.971E-26 4.232E-05.05890.065 2280.40130.750.000450              1              1                    R  8      657664 4 5 2 2 1 5    19.0   17.0,224622,#,ElecStateLabel=X;v=1;J=9,ElecStateLabel=X;v=1;J=8,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   34.587674 1.124E-21 7.331E-05.05890.065  138.39040.750.000450              0              0                    R  8      657665 4 5 2 2 1 5    19.0   17.0,224623,#,ElecStateLabel=X;v=0;J=9,ElecStateLabel=X;v=0;J=8,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 51   37.376001 4.663E-36 8.808E-06.05800.064 6518.69160.750.000489              3              3                    R  9      657664 4 5 2 2 1 5    21.0   19.0,224631,#,ElecStateLabel=X;v=3;J=10,ElecStateLabel=X;v=3;J=9,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
