 54    3.714216 2.295E-32 3.895E-08.07970.086 2116.29620.76-.000268              1              1                    R  0      587664 1 1 2 2 1 5    18.0    6.0,224522,#,ElecStateLabel=X;v=1;J=1,ElecStateLabel=X;v=1;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54    3.747901 1.162E-27 6.783E-08.07970.086    0.00000.76-.000268              0              0                    R  0      587664 1 1 2 2 1 5    18.0    6.0,224524,#,ElecStateLabel=X;v=0;J=1,ElecStateLabel=X;v=0;J=0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54    7.428293 1.786E-31 3.737E-07.07480.082 2120.01040.75-.000310              1              1                    R  1      587664 1 1 2 2 1 5    30.0   18.0,224534,#,ElecStateLabel=X;v=1;J=2,ElecStateLabel=X;v=1;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54    7.495662 9.042E-27 6.509E-07.07480.082    3.74790.75-.000310              0              0                    R  1      587664 1 1 2 2 1 5    30.0   18.0,224536,#,ElecStateLabel=X;v=0;J=2,ElecStateLabel=X;v=0;J=1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54   11.142090 5.753E-31 1.349E-06.07090.079 2127.43870.74-.000230              1              1                    R  2      587664 3 1 2 2 1 5    42.0   30.0,224546,#,ElecStateLabel=X;v=1;J=3,ElecStateLabel=X;v=1;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54   11.243145 2.913E-26 2.351E-06.07090.079   11.24360.74-.000230              0              0                    R  2      587664 3 1 2 2 1 5    42.0   30.0,224548,#,ElecStateLabel=X;v=0;J=3,ElecStateLabel=X;v=0;J=2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54   14.855469 1.278E-30 3.311E-06.06760.075 2138.58080.74-.000026              1              1                    R  3      587664 3 1 2 2 1 5    54.0   42.0,224558,#,ElecStateLabel=X;v=1;J=4,ElecStateLabel=X;v=1;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54   14.990208 6.469E-26 5.771E-06.06760.075   22.48670.74-.000026              0              0                    R  3      587664 3 1 2 2 1 5    54.0   42.0,224560,#,ElecStateLabel=X;v=0;J=4,ElecStateLabel=X;v=0;J=3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54   18.568290 2.295E-30 6.594E-06.06500.073 2153.43630.740.000164              1              1                    R  4      587664 3 1 2 2 1 5    66.0   54.0,224570,#,ElecStateLabel=X;v=1;J=5,ElecStateLabel=X;v=1;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
 54   18.736714 1.162E-25 1.150E-05.06500.073   37.47690.740.000164              0              0                    R  4      587664 3 1 2 2 1 5    66.0   54.0,224572,#,ElecStateLabel=X;v=0;J=5,ElecStateLabel=X;v=0;J=4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
